ROUTE_SURVEYED,TIME_ON,COUNT,CHART_TYPE
MARTA 115,MID6 2:00 pm - 3:00 pm,69.29,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 100,AM5 8:00 am - 9:00 am,69.15,ROUTE SURVEYED BY TIME PERIOD
MARTA 27,MID2 10:00 am - 11:00 am,68.96,ROUTE SURVEYED BY TIME PERIOD
MARTA 86,AM2 5:00 am - 6:00 am,68.18,ROUTE SURVEYED BY TIME PERIOD
MARTA 68,MID6 2:00 pm - 3:00 pm,68.17,ROUTE SURVEYED BY TIME PERIOD
MARTA 83,MID4 12:00 noon - 1:00 pm,68.05,ROUTE SURVEYED BY TIME PERIOD
MARTA 107,MID2 10:00 am - 11:00 am,67.87,ROUTE SURVEYED BY TIME PERIOD
MARTA 84,AM2 5:00 am - 6:00 am,67.75,ROUTE SURVEYED BY TIME PERIOD
MARTA 40,AM4 7:00 am - 8:00 am,67.7,ROUTE SURVEYED BY TIME PERIOD
MARTA 14,MID2 10:00 am - 11:00 am,67.66,ROUTE SURVEYED BY TIME PERIOD
MARTA 50,PM4 6:00 pm - 7:00 pm,67.65,ROUTE SURVEYED BY TIME PERIOD
MARTA 74,PM5 7:00 pm - 8:00 pm,67.63,ROUTE SURVEYED BY TIME PERIOD
MARTA 117,AM3 6:00 am - 7:00 am,67.62,ROUTE SURVEYED BY TIME PERIOD
MARTA 191,AM4 7:00 am - 8:00 am,67.5,ROUTE SURVEYED BY TIME PERIOD
MARTA 189,PM1 3:00 pm - 4:00 pm,67.49,ROUTE SURVEYED BY TIME PERIOD
MARTA 124,MID4 12:00 noon - 1:00 pm,67.46,ROUTE SURVEYED BY TIME PERIOD
MARTA 155,PM1 3:00 pm - 4:00 pm,67.44,ROUTE SURVEYED BY TIME PERIOD
MARTA 141,PM4 6:00 pm - 7:00 pm,67.36,ROUTE SURVEYED BY TIME PERIOD
MARTA 114,MID2 10:00 am - 11:00 am,67.34,ROUTE SURVEYED BY TIME PERIOD
MARTA 58,AM4 7:00 am - 8:00 am,67.33,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 10,MID5 1:00 pm - 2:00 pm,67.19,ROUTE SURVEYED BY TIME PERIOD
MARTA 21,MID2 10:00 am - 11:00 am,67.09,ROUTE SURVEYED BY TIME PERIOD
MARTA 81,PM3 5:00 pm - 6:00 pm,67,ROUTE SURVEYED BY TIME PERIOD
MARTA 195,AM5 8:00 am - 9:00 am,67,ROUTE SURVEYED BY TIME PERIOD
SRTA 423,PM1 3:00 pm - 4:00 pm,66.42,ROUTE SURVEYED BY TIME PERIOD
MARTA 12,MID3 11:00 am - 12:00 noon,66.33,ROUTE SURVEYED BY TIME PERIOD
MARTA 81,AM4 7:00 am - 8:00 am,66.29,ROUTE SURVEYED BY TIME PERIOD
MARTA 93,PM4 6:00 pm - 7:00 pm,66.12,ROUTE SURVEYED BY TIME PERIOD
MARTA 68,MID1 9:00 am - 10:00 am,66.04,ROUTE SURVEYED BY TIME PERIOD
MARTA 181,PM6 8:00 pm - 9:00 pm,66.03,ROUTE SURVEYED BY TIME PERIOD
MARTA 107,MID3 11:00 am - 12:00 noon,66.02,ROUTE SURVEYED BY TIME PERIOD
MARTA 192,AM5 8:00 am - 9:00 am,65.88,ROUTE SURVEYED BY TIME PERIOD
MARTA 51,MID3 11:00 am - 12:00 noon,65.85,ROUTE SURVEYED BY TIME PERIOD
MARTA 66,PM5 7:00 pm - 8:00 pm,65.65,ROUTE SURVEYED BY TIME PERIOD
MARTA 180,MID1 9:00 am - 10:00 am,65.6,ROUTE SURVEYED BY TIME PERIOD
MARTA 111,MID3 11:00 am - 12:00 noon,65.6,ROUTE SURVEYED BY TIME PERIOD
MARTA 102,PM6 8:00 pm - 9:00 pm,65.39,ROUTE SURVEYED BY TIME PERIOD
MARTA 81,MID3 11:00 am - 12:00 noon,64.98,ROUTE SURVEYED BY TIME PERIOD
MARTA 12,MID6 2:00 pm - 3:00 pm,64.91,ROUTE SURVEYED BY TIME PERIOD
MARTA 86,PM5 7:00 pm - 8:00 pm,64.85,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 10,PM5 7:00 pm - 8:00 pm,64.84,ROUTE SURVEYED BY TIME PERIOD
MARTA 36,MID3 11:00 am - 12:00 noon,64.79,ROUTE SURVEYED BY TIME PERIOD
MARTA 185,AM4 7:00 am - 8:00 am,64.76,ROUTE SURVEYED BY TIME PERIOD
MARTA 3,PM2 4:00 pm - 5:00 pm,64.72,ROUTE SURVEYED BY TIME PERIOD
MARTA 21,PM6 8:00 pm - 9:00 pm,64.71,ROUTE SURVEYED BY TIME PERIOD
MARTA 119,MID4 12:00 noon - 1:00 pm,64.34,ROUTE SURVEYED BY TIME PERIOD
MARTA 141,AM5 8:00 am - 9:00 am,64.3,ROUTE SURVEYED BY TIME PERIOD
MARTA 165,MID2 10:00 am - 11:00 am,64.29,ROUTE SURVEYED BY TIME PERIOD
MARTA 180,PM7 9:00 pm - 10:00 pm,64.24,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 40,MID2 10:00 am - 11:00 am,64.23,ROUTE SURVEYED BY TIME PERIOD
MARTA 74,AM2 5:00 am - 6:00 am,64.2,ROUTE SURVEYED BY TIME PERIOD
MARTA 50,AM4 7:00 am - 8:00 am,64.08,ROUTE SURVEYED BY TIME PERIOD
MARTA 60,PM4 6:00 pm - 7:00 pm,64.02,ROUTE SURVEYED BY TIME PERIOD
MARTA 899,PM3 5:00 pm - 6:00 pm,63.96,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 40,MID5 1:00 pm - 2:00 pm,63.96,ROUTE SURVEYED BY TIME PERIOD
MARTA 26,AM4 7:00 am - 8:00 am,63.96,ROUTE SURVEYED BY TIME PERIOD
MARTA 89,AM2 5:00 am - 6:00 am,63.93,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 20,MID4 12:00 noon - 1:00 pm,63.85,ROUTE SURVEYED BY TIME PERIOD
MARTA 86,PM7 9:00 pm - 10:00 pm,63.84,ROUTE SURVEYED BY TIME PERIOD
MARTA 50,PM1 3:00 pm - 4:00 pm,63.73,ROUTE SURVEYED BY TIME PERIOD
MARTA 58,PM1 3:00 pm - 4:00 pm,63.55,ROUTE SURVEYED BY TIME PERIOD
MARTA 120,PM5 7:00 pm - 8:00 pm,63.51,ROUTE SURVEYED BY TIME PERIOD
MARTA 132,AM4 7:00 am - 8:00 am,63.42,ROUTE SURVEYED BY TIME PERIOD
MARTA 189,MID3 11:00 am - 12:00 noon,63.41,ROUTE SURVEYED BY TIME PERIOD
MARTA 66,AM5 8:00 am - 9:00 am,63.37,ROUTE SURVEYED BY TIME PERIOD
MARTA 19,PM1 3:00 pm - 4:00 pm,63.3,ROUTE SURVEYED BY TIME PERIOD
MARTA 191,PM2 4:00 pm - 5:00 pm,63.29,ROUTE SURVEYED BY TIME PERIOD
MARTA 181,MID5 1:00 pm - 2:00 pm,63.22,ROUTE SURVEYED BY TIME PERIOD
MARTA 51,AM2 5:00 am - 6:00 am,63.22,ROUTE SURVEYED BY TIME PERIOD
MARTA 30,PM2 4:00 pm - 5:00 pm,63.16,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 30,AM4 7:00 am - 8:00 am,63.15,ROUTE SURVEYED BY TIME PERIOD
MARTA 102,PM3 5:00 pm - 6:00 pm,63.02,ROUTE SURVEYED BY TIME PERIOD
MARTA 116,AM3 6:00 am - 7:00 am,62.93,ROUTE SURVEYED BY TIME PERIOD
MARTA 24,MID2 10:00 am - 11:00 am,62.8,ROUTE SURVEYED BY TIME PERIOD
MARTA 116,PM4 6:00 pm - 7:00 pm,62.74,ROUTE SURVEYED BY TIME PERIOD
MARTA 74,MID1 9:00 am - 10:00 am,62.62,ROUTE SURVEYED BY TIME PERIOD
MARTA 93,MID6 2:00 pm - 3:00 pm,62.51,ROUTE SURVEYED BY TIME PERIOD
MARTA 193,PM6 8:00 pm - 9:00 pm,62.49,ROUTE SURVEYED BY TIME PERIOD
MARTA 68,AM4 7:00 am - 8:00 am,62.47,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 101,PM3 5:00 pm - 6:00 pm,62.31,ROUTE SURVEYED BY TIME PERIOD
MARTA 193,AM3 6:00 am - 7:00 am,62.25,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 10,PM4 6:00 pm - 7:00 pm,62.24,ROUTE SURVEYED BY TIME PERIOD
MARTA 180,MID6 2:00 pm - 3:00 pm,62.22,ROUTE SURVEYED BY TIME PERIOD
MARTA 75,PM4 6:00 pm - 7:00 pm,62.14,ROUTE SURVEYED BY TIME PERIOD
MARTA 119,MID1 9:00 am - 10:00 am,62.09,ROUTE SURVEYED BY TIME PERIOD
MARTA 6,MID5 1:00 pm - 2:00 pm,62.04,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 10,PM7 9:00 pm - 10:00 pm,61.94,ROUTE SURVEYED BY TIME PERIOD
MARTA 125,PM6 8:00 pm - 9:00 pm,61.93,ROUTE SURVEYED BY TIME PERIOD
MARTA 181,AM3 6:00 am - 7:00 am,61.88,ROUTE SURVEYED BY TIME PERIOD
MARTA 12,PM6 8:00 pm - 9:00 pm,61.84,ROUTE SURVEYED BY TIME PERIOD
MARTA 93,PM5 7:00 pm - 8:00 pm,61.55,ROUTE SURVEYED BY TIME PERIOD
MARTA 86,MID2 10:00 am - 11:00 am,61.54,ROUTE SURVEYED BY TIME PERIOD
MARTA 6,PM2 4:00 pm - 5:00 pm,61.49,ROUTE SURVEYED BY TIME PERIOD
MARTA 192,MID2 10:00 am - 11:00 am,61.45,ROUTE SURVEYED BY TIME PERIOD
MARTA 140,PM2 4:00 pm - 5:00 pm,61.37,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 30,PM6 8:00 pm - 9:00 pm,61.33,ROUTE SURVEYED BY TIME PERIOD
MARTA 120,MID3 11:00 am - 12:00 noon,61.32,ROUTE SURVEYED BY TIME PERIOD
MARTA 186,MID2 10:00 am - 11:00 am,61.29,ROUTE SURVEYED BY TIME PERIOD
MARTA 111,MID1 9:00 am - 10:00 am,61.26,ROUTE SURVEYED BY TIME PERIOD
MARTA 125,PM2 4:00 pm - 5:00 pm,61.21,ROUTE SURVEYED BY TIME PERIOD
MARTA 86,AM5 8:00 am - 9:00 am,61.19,ROUTE SURVEYED BY TIME PERIOD
MARTA 50,MID1 9:00 am - 10:00 am,61.16,ROUTE SURVEYED BY TIME PERIOD
MARTA 79,PM2 4:00 pm - 5:00 pm,61.03,ROUTE SURVEYED BY TIME PERIOD
MARTA 3,MID4 12:00 noon - 1:00 pm,60.89,ROUTE SURVEYED BY TIME PERIOD
MARTA 189,PM4 6:00 pm - 7:00 pm,60.88,ROUTE SURVEYED BY TIME PERIOD
MARTA 172,MID4 12:00 noon - 1:00 pm,60.84,ROUTE SURVEYED BY TIME PERIOD
MARTA 107,MID5 1:00 pm - 2:00 pm,60.72,ROUTE SURVEYED BY TIME PERIOD
MARTA 42,AM4 7:00 am - 8:00 am,60.69,ROUTE SURVEYED BY TIME PERIOD
MARTA 192,PM1 3:00 pm - 4:00 pm,60.64,ROUTE SURVEYED BY TIME PERIOD
MARTA 58,AM2 5:00 am - 6:00 am,60.48,ROUTE SURVEYED BY TIME PERIOD
MARTA 85,PM5 7:00 pm - 8:00 pm,60.45,ROUTE SURVEYED BY TIME PERIOD
MARTA 36,PM5 7:00 pm - 8:00 pm,60.42,ROUTE SURVEYED BY TIME PERIOD
MARTA 78,PM7 9:00 pm - 10:00 pm,60.41,ROUTE SURVEYED BY TIME PERIOD
MARTA 189,MID6 2:00 pm - 3:00 pm,60.29,ROUTE SURVEYED BY TIME PERIOD
MARTA 115,MID1 9:00 am - 10:00 am,60.11,ROUTE SURVEYED BY TIME PERIOD
MARTA 153,AM4 7:00 am - 8:00 am,60.06,ROUTE SURVEYED BY TIME PERIOD
MARTA 12,PM3 5:00 pm - 6:00 pm,59.98,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 10,PM3 5:00 pm - 6:00 pm,59.86,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 10,MID4 12:00 noon - 1:00 pm,59.8,ROUTE SURVEYED BY TIME PERIOD
MARTA 2,PM4 6:00 pm - 7:00 pm,59.76,ROUTE SURVEYED BY TIME PERIOD
MARTA 115,AM3 6:00 am - 7:00 am,59.74,ROUTE SURVEYED BY TIME PERIOD
MARTA 58,PM3 5:00 pm - 6:00 pm,59.72,ROUTE SURVEYED BY TIME PERIOD
MARTA 93,AM4 7:00 am - 8:00 am,59.62,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 101,PM2 4:00 pm - 5:00 pm,59.47,ROUTE SURVEYED BY TIME PERIOD
MARTA 191,MID6 2:00 pm - 3:00 pm,59.32,ROUTE SURVEYED BY TIME PERIOD
MARTA 21,AM3 6:00 am - 7:00 am,59.26,ROUTE SURVEYED BY TIME PERIOD
MARTA 50,PM2 4:00 pm - 5:00 pm,59.21,ROUTE SURVEYED BY TIME PERIOD
MARTA 49,AM3 6:00 am - 7:00 am,59.19,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 20,PM2 4:00 pm - 5:00 pm,59.16,ROUTE SURVEYED BY TIME PERIOD
MARTA 83,PM7 9:00 pm - 10:00 pm,59.09,ROUTE SURVEYED BY TIME PERIOD
MARTA 32,PM3 5:00 pm - 6:00 pm,59.01,ROUTE SURVEYED BY TIME PERIOD
MARTA 93,PM1 3:00 pm - 4:00 pm,58.99,ROUTE SURVEYED BY TIME PERIOD
MARTA 49,AM4 7:00 am - 8:00 am,58.92,ROUTE SURVEYED BY TIME PERIOD
MARTA 75,MID3 11:00 am - 12:00 noon,58.88,ROUTE SURVEYED BY TIME PERIOD
MARTA 1,PM3 5:00 pm - 6:00 pm,58.87,ROUTE SURVEYED BY TIME PERIOD
MARTA 107,PM6 8:00 pm - 9:00 pm,58.86,ROUTE SURVEYED BY TIME PERIOD
MARTA 115,PM7 9:00 pm - 10:00 pm,58.84,ROUTE SURVEYED BY TIME PERIOD
MARTA 68,AM3 6:00 am - 7:00 am,58.81,ROUTE SURVEYED BY TIME PERIOD
MARTA 189,PM3 5:00 pm - 6:00 pm,58.78,ROUTE SURVEYED BY TIME PERIOD
MARTA 191,AM2 5:00 am - 6:00 am,58.74,ROUTE SURVEYED BY TIME PERIOD
MARTA 221,AM3 6:00 am - 7:00 am,58.72,ROUTE SURVEYED BY TIME PERIOD
MARTA 60,AM4 7:00 am - 8:00 am,58.69,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 30,MID5 1:00 pm - 2:00 pm,58.67,ROUTE SURVEYED BY TIME PERIOD
MARTA 114,AM5 8:00 am - 9:00 am,58.59,ROUTE SURVEYED BY TIME PERIOD
MARTA 119,PM1 3:00 pm - 4:00 pm,58.54,ROUTE SURVEYED BY TIME PERIOD
SRTA 419,PM1 3:00 pm - 4:00 pm,58.46,ROUTE SURVEYED BY TIME PERIOD
MARTA 68,AM5 8:00 am - 9:00 am,58.37,ROUTE SURVEYED BY TIME PERIOD
MARTA 809,MID2 10:00 am - 11:00 am,58.37,ROUTE SURVEYED BY TIME PERIOD
MARTA 162,AM2 5:00 am - 6:00 am,58.36,ROUTE SURVEYED BY TIME PERIOD
MARTA 165,AM2 5:00 am - 6:00 am,58.34,ROUTE SURVEYED BY TIME PERIOD
MARTA 186,AM5 8:00 am - 9:00 am,58.32,ROUTE SURVEYED BY TIME PERIOD
MARTA 178,PM2 4:00 pm - 5:00 pm,58.3,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 10,AM4 7:00 am - 8:00 am,58.27,ROUTE SURVEYED BY TIME PERIOD
MARTA 36,MID2 10:00 am - 11:00 am,58.19,ROUTE SURVEYED BY TIME PERIOD
MARTA 120,MID1 9:00 am - 10:00 am,58.06,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 10A,MID6 2:00 pm - 3:00 pm,57.93,ROUTE SURVEYED BY TIME PERIOD
MARTA 125,AM3 6:00 am - 7:00 am,57.9,ROUTE SURVEYED BY TIME PERIOD
MARTA 37,MID3 11:00 am - 12:00 noon,57.78,ROUTE SURVEYED BY TIME PERIOD
MARTA 86,AM4 7:00 am - 8:00 am,57.7,ROUTE SURVEYED BY TIME PERIOD
MARTA 125,PM3 5:00 pm - 6:00 pm,57.66,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 103,PM4 6:00 pm - 7:00 pm,57.6,ROUTE SURVEYED BY TIME PERIOD
MARTA 60,PM1 3:00 pm - 4:00 pm,57.56,ROUTE SURVEYED BY TIME PERIOD
MARTA 117,MID5 1:00 pm - 2:00 pm,57.47,ROUTE SURVEYED BY TIME PERIOD
MARTA 193,PM1 3:00 pm - 4:00 pm,57.42,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 10A,MID1 9:00 am - 10:00 am,57.3,ROUTE SURVEYED BY TIME PERIOD
MARTA 47,PM2 4:00 pm - 5:00 pm,57.24,ROUTE SURVEYED BY TIME PERIOD
MARTA 6,AM2 5:00 am - 6:00 am,57.15,ROUTE SURVEYED BY TIME PERIOD
MARTA 47,AM4 7:00 am - 8:00 am,57.12,ROUTE SURVEYED BY TIME PERIOD
MARTA 26,AM3 6:00 am - 7:00 am,57.12,ROUTE SURVEYED BY TIME PERIOD
MARTA 40,MID3 11:00 am - 12:00 noon,57.11,ROUTE SURVEYED BY TIME PERIOD
MARTA 86,MID5 1:00 pm - 2:00 pm,57.09,ROUTE SURVEYED BY TIME PERIOD
MARTA 1,PM2 4:00 pm - 5:00 pm,57.06,ROUTE SURVEYED BY TIME PERIOD
MARTA 87,MID3 11:00 am - 12:00 noon,56.98,ROUTE SURVEYED BY TIME PERIOD
MARTA 14,PM3 5:00 pm - 6:00 pm,56.96,ROUTE SURVEYED BY TIME PERIOD
MARTA 116,MID1 9:00 am - 10:00 am,56.95,ROUTE SURVEYED BY TIME PERIOD
MARTA 68,PM1 3:00 pm - 4:00 pm,56.93,ROUTE SURVEYED BY TIME PERIOD
MARTA 115,MID4 12:00 noon - 1:00 pm,56.89,ROUTE SURVEYED BY TIME PERIOD
MARTA 120,AM5 8:00 am - 9:00 am,56.88,ROUTE SURVEYED BY TIME PERIOD
MARTA 2,PM2 4:00 pm - 5:00 pm,56.86,ROUTE SURVEYED BY TIME PERIOD
MARTA 186,AM3 6:00 am - 7:00 am,56.82,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 10,AM3 6:00 am - 7:00 am,56.75,ROUTE SURVEYED BY TIME PERIOD
MARTA 68,MID4 12:00 noon - 1:00 pm,56.74,ROUTE SURVEYED BY TIME PERIOD
MARTA 40,PM1 3:00 pm - 4:00 pm,56.69,ROUTE SURVEYED BY TIME PERIOD
MARTA 193,AM5 8:00 am - 9:00 am,56.63,ROUTE SURVEYED BY TIME PERIOD
MARTA 36,PM6 8:00 pm - 9:00 pm,56.56,ROUTE SURVEYED BY TIME PERIOD
MARTA 12,MID2 10:00 am - 11:00 am,56.52,ROUTE SURVEYED BY TIME PERIOD
MARTA 14,AM4 7:00 am - 8:00 am,56.51,ROUTE SURVEYED BY TIME PERIOD
MARTA 42,MID3 11:00 am - 12:00 noon,56.51,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 30,AM3 6:00 am - 7:00 am,56.47,ROUTE SURVEYED BY TIME PERIOD
MARTA 116,PM2 4:00 pm - 5:00 pm,56.44,ROUTE SURVEYED BY TIME PERIOD
MARTA 853,MID1 9:00 am - 10:00 am,56.36,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 30,PM3 5:00 pm - 6:00 pm,56.12,ROUTE SURVEYED BY TIME PERIOD
MARTA 21,PM1 3:00 pm - 4:00 pm,55.91,ROUTE SURVEYED BY TIME PERIOD
MARTA 26,MID2 10:00 am - 11:00 am,55.81,ROUTE SURVEYED BY TIME PERIOD
MARTA 221,AM5 8:00 am - 9:00 am,55.67,ROUTE SURVEYED BY TIME PERIOD
MARTA 6,AM4 7:00 am - 8:00 am,55.66,ROUTE SURVEYED BY TIME PERIOD
MARTA 55,AM3 6:00 am - 7:00 am,55.65,ROUTE SURVEYED BY TIME PERIOD
MARTA 1,MID3 11:00 am - 12:00 noon,55.64,ROUTE SURVEYED BY TIME PERIOD
MARTA 181,AM5 8:00 am - 9:00 am,55.64,ROUTE SURVEYED BY TIME PERIOD
MARTA 2,MID6 2:00 pm - 3:00 pm,55.6,ROUTE SURVEYED BY TIME PERIOD
MARTA 165,PM7 9:00 pm - 10:00 pm,55.51,ROUTE SURVEYED BY TIME PERIOD
MARTA 66,AM4 7:00 am - 8:00 am,55.45,ROUTE SURVEYED BY TIME PERIOD
MARTA 165,PM1 3:00 pm - 4:00 pm,55.45,ROUTE SURVEYED BY TIME PERIOD
MARTA 84,AM3 6:00 am - 7:00 am,55.45,ROUTE SURVEYED BY TIME PERIOD
MARTA 40,PM3 5:00 pm - 6:00 pm,55.34,ROUTE SURVEYED BY TIME PERIOD
MARTA 153,MID6 2:00 pm - 3:00 pm,55.3,ROUTE SURVEYED BY TIME PERIOD
MARTA 178,MID6 2:00 pm - 3:00 pm,55.24,ROUTE SURVEYED BY TIME PERIOD
MARTA 120,PM2 4:00 pm - 5:00 pm,55.2,ROUTE SURVEYED BY TIME PERIOD
MARTA 68,AM2 5:00 am - 6:00 am,55.18,ROUTE SURVEYED BY TIME PERIOD
MARTA 832,MID4 12:00 noon - 1:00 pm,55.16,ROUTE SURVEYED BY TIME PERIOD
MARTA 116,AM2 5:00 am - 6:00 am,55.15,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 50,PM2 4:00 pm - 5:00 pm,55.08,ROUTE SURVEYED BY TIME PERIOD
MARTA 85,AM4 7:00 am - 8:00 am,55.03,ROUTE SURVEYED BY TIME PERIOD
MARTA 185,PM2 4:00 pm - 5:00 pm,54.99,ROUTE SURVEYED BY TIME PERIOD
MARTA 813,PM4 6:00 pm - 7:00 pm,54.98,ROUTE SURVEYED BY TIME PERIOD
MARTA 140,PM1 3:00 pm - 4:00 pm,54.93,ROUTE SURVEYED BY TIME PERIOD
MARTA 120,PM6 8:00 pm - 9:00 pm,54.88,ROUTE SURVEYED BY TIME PERIOD
MARTA 181,MID6 2:00 pm - 3:00 pm,54.87,ROUTE SURVEYED BY TIME PERIOD
MARTA 51,AM3 6:00 am - 7:00 am,54.85,ROUTE SURVEYED BY TIME PERIOD
MARTA 141,AM2 5:00 am - 6:00 am,54.81,ROUTE SURVEYED BY TIME PERIOD
MARTA 84,MID1 9:00 am - 10:00 am,54.73,ROUTE SURVEYED BY TIME PERIOD
MARTA 119,PM5 7:00 pm - 8:00 pm,54.61,ROUTE SURVEYED BY TIME PERIOD
MARTA 181,PM5 7:00 pm - 8:00 pm,54.39,ROUTE SURVEYED BY TIME PERIOD
MARTA 117,MID1 9:00 am - 10:00 am,54.38,ROUTE SURVEYED BY TIME PERIOD
MARTA 180,MID2 10:00 am - 11:00 am,54.38,ROUTE SURVEYED BY TIME PERIOD
MARTA 180,AM3 6:00 am - 7:00 am,54.34,ROUTE SURVEYED BY TIME PERIOD
MARTA 66,AM2 5:00 am - 6:00 am,54.29,ROUTE SURVEYED BY TIME PERIOD
MARTA 6,PM6 8:00 pm - 9:00 pm,54.29,ROUTE SURVEYED BY TIME PERIOD
SRTA 410,PM3 5:00 pm - 6:00 pm,54.21,ROUTE SURVEYED BY TIME PERIOD
SRTA 440,PM1 3:00 pm - 4:00 pm,54.18,ROUTE SURVEYED BY TIME PERIOD
MARTA 68,MID3 11:00 am - 12:00 noon,54.13,ROUTE SURVEYED BY TIME PERIOD
MARTA 1,AM3 6:00 am - 7:00 am,54.07,ROUTE SURVEYED BY TIME PERIOD
MARTA 185,PM5 7:00 pm - 8:00 pm,54,ROUTE SURVEYED BY TIME PERIOD
MARTA 26,PM6 8:00 pm - 9:00 pm,53.98,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 30,MID6 2:00 pm - 3:00 pm,53.97,ROUTE SURVEYED BY TIME PERIOD
MARTA 74,MID3 11:00 am - 12:00 noon,53.92,ROUTE SURVEYED BY TIME PERIOD
MARTA 102,MID2 10:00 am - 11:00 am,53.9,ROUTE SURVEYED BY TIME PERIOD
MARTA 155,PM6 8:00 pm - 9:00 pm,53.86,ROUTE SURVEYED BY TIME PERIOD
MARTA 183,MID3 11:00 am - 12:00 noon,53.85,ROUTE SURVEYED BY TIME PERIOD
MARTA 66,MID6 2:00 pm - 3:00 pm,53.75,ROUTE SURVEYED BY TIME PERIOD
MARTA 195,MID6 2:00 pm - 3:00 pm,53.73,ROUTE SURVEYED BY TIME PERIOD
MARTA 126,MID1 9:00 am - 10:00 am,53.66,ROUTE SURVEYED BY TIME PERIOD
SRTA 442,PM1 3:00 pm - 4:00 pm,53.52,ROUTE SURVEYED BY TIME PERIOD
MARTA 185,PM3 5:00 pm - 6:00 pm,53.51,ROUTE SURVEYED BY TIME PERIOD
MARTA 813,AM5 8:00 am - 9:00 am,53.45,ROUTE SURVEYED BY TIME PERIOD
MARTA 102,MID5 1:00 pm - 2:00 pm,53.16,ROUTE SURVEYED BY TIME PERIOD
MARTA 75,PM3 5:00 pm - 6:00 pm,53.08,ROUTE SURVEYED BY TIME PERIOD
MARTA 75,PM2 4:00 pm - 5:00 pm,52.9,ROUTE SURVEYED BY TIME PERIOD
MARTA 186,MID5 1:00 pm - 2:00 pm,52.89,ROUTE SURVEYED BY TIME PERIOD
MARTA 81,PM1 3:00 pm - 4:00 pm,52.87,ROUTE SURVEYED BY TIME PERIOD
MARTA 124,PM6 8:00 pm - 9:00 pm,52.78,ROUTE SURVEYED BY TIME PERIOD
MARTA 27,PM5 7:00 pm - 8:00 pm,52.75,ROUTE SURVEYED BY TIME PERIOD
MARTA 110,MID4 12:00 noon - 1:00 pm,52.66,ROUTE SURVEYED BY TIME PERIOD
MARTA 14,PM5 7:00 pm - 8:00 pm,52.57,ROUTE SURVEYED BY TIME PERIOD
MARTA 181,PM7 9:00 pm - 10:00 pm,52.52,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 40,MID4 12:00 noon - 1:00 pm,52.49,ROUTE SURVEYED BY TIME PERIOD
MARTA 125,MID4 12:00 noon - 1:00 pm,52.49,ROUTE SURVEYED BY TIME PERIOD
MARTA 2,AM5 8:00 am - 9:00 am,52.49,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 10A,MID5 1:00 pm - 2:00 pm,52.44,ROUTE SURVEYED BY TIME PERIOD
MARTA 124,AM2 5:00 am - 6:00 am,52.41,ROUTE SURVEYED BY TIME PERIOD
MARTA 172,AM3 6:00 am - 7:00 am,52.39,ROUTE SURVEYED BY TIME PERIOD
MARTA 189,PM5 7:00 pm - 8:00 pm,52.29,ROUTE SURVEYED BY TIME PERIOD
MARTA 809,PM2 4:00 pm - 5:00 pm,52.23,ROUTE SURVEYED BY TIME PERIOD
MARTA 119,AM5 8:00 am - 9:00 am,52.18,ROUTE SURVEYED BY TIME PERIOD
MARTA 192,AM3 6:00 am - 7:00 am,52.12,ROUTE SURVEYED BY TIME PERIOD
MARTA 162,AM4 7:00 am - 8:00 am,52.06,ROUTE SURVEYED BY TIME PERIOD
MARTA 12,MID4 12:00 noon - 1:00 pm,52.03,ROUTE SURVEYED BY TIME PERIOD
MARTA 116,MID6 2:00 pm - 3:00 pm,52.02,ROUTE SURVEYED BY TIME PERIOD
MARTA 75,AM5 8:00 am - 9:00 am,51.95,ROUTE SURVEYED BY TIME PERIOD
