ROUTE_SURVEYED,TIME_ON,COUNT,CHART_TYPE
MARTA 178,PM4 6:00 pm - 7:00 pm,19.82,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 45,MID5 1:00 pm - 2:00 pm,19.8,ROUTE SURVEYED BY TIME PERIOD
MARTA 185,PM6 8:00 pm - 9:00 pm,19.79,ROUTE SURVEYED BY TIME PERIOD
MARTA 49,PM7 9:00 pm - 10:00 pm,19.73,ROUTE SURVEYED BY TIME PERIOD
MARTA 123,MID2 10:00 am - 11:00 am,19.71,ROUTE SURVEYED BY TIME PERIOD
MARTA 73,PM7 9:00 pm - 10:00 pm,19.7,ROUTE SURVEYED BY TIME PERIOD
MARTA 133,PM7 9:00 pm - 10:00 pm,19.7,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 35,MID1 9:00 am - 10:00 am,19.68,ROUTE SURVEYED BY TIME PERIOD
MARTA 195,PM3 5:00 pm - 6:00 pm,19.68,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 101,AM2 5:00 am - 6:00 am,19.63,ROUTE SURVEYED BY TIME PERIOD
MARTA 27,AM3 6:00 am - 7:00 am,19.62,ROUTE SURVEYED BY TIME PERIOD
MARTA 172,PM7 9:00 pm - 10:00 pm,19.61,ROUTE SURVEYED BY TIME PERIOD
MARTA 81,PM7 9:00 pm - 10:00 pm,19.54,ROUTE SURVEYED BY TIME PERIOD
CobbLINC BLUE CIRCULATOR,PM2 4:00 pm - 5:00 pm,19.52,ROUTE SURVEYED BY TIME PERIOD
MARTA 132,MID6 2:00 pm - 3:00 pm,19.49,ROUTE SURVEYED BY TIME PERIOD
MARTA 19,AM4 7:00 am - 8:00 am,19.43,ROUTE SURVEYED BY TIME PERIOD
MARTA 850,PM4 6:00 pm - 7:00 pm,19.4,ROUTE SURVEYED BY TIME PERIOD
MARTA 132,MID4 12:00 noon - 1:00 pm,19.4,ROUTE SURVEYED BY TIME PERIOD
MARTA 102,AM2 5:00 am - 6:00 am,19.39,ROUTE SURVEYED BY TIME PERIOD
MARTA 162,MID5 1:00 pm - 2:00 pm,19.38,ROUTE SURVEYED BY TIME PERIOD
MARTA 899,PM1 3:00 pm - 4:00 pm,19.3,ROUTE SURVEYED BY TIME PERIOD
GAINESVILLE (HALL AREA) TRANSIT Route 20,PM3 5:00 pm - 6:00 pm,19.23,ROUTE SURVEYED BY TIME PERIOD
MARTA 75,PM8 10:00 pm - 11:00 pm,19.19,ROUTE SURVEYED BY TIME PERIOD
MARTA 79,AM2 5:00 am - 6:00 am,19.18,ROUTE SURVEYED BY TIME PERIOD
MARTA 14,PM7 9:00 pm - 10:00 pm,19.08,ROUTE SURVEYED BY TIME PERIOD
MARTA 47,PM1 3:00 pm - 4:00 pm,19.04,ROUTE SURVEYED BY TIME PERIOD
MARTA 816,PM6 8:00 pm - 9:00 pm,18.95,ROUTE SURVEYED BY TIME PERIOD
MARTA 27,AM4 7:00 am - 8:00 am,18.94,ROUTE SURVEYED BY TIME PERIOD
MARTA 94,PM8 10:00 pm - 11:00 pm,18.93,ROUTE SURVEYED BY TIME PERIOD
MARTA 74,MID5 1:00 pm - 2:00 pm,18.93,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 45,AM3 6:00 am - 7:00 am,18.91,ROUTE SURVEYED BY TIME PERIOD
MARTA 8,PM5 7:00 pm - 8:00 pm,18.86,ROUTE SURVEYED BY TIME PERIOD
MARTA 30,PM6 8:00 pm - 9:00 pm,18.86,ROUTE SURVEYED BY TIME PERIOD
MARTA 26,MID5 1:00 pm - 2:00 pm,18.84,ROUTE SURVEYED BY TIME PERIOD
MARTA 865,PM1 3:00 pm - 4:00 pm,18.82,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 10B,MID3 11:00 am - 12:00 noon,18.82,ROUTE SURVEYED BY TIME PERIOD
MARTA 8,AM2 5:00 am - 6:00 am,18.81,ROUTE SURVEYED BY TIME PERIOD
MARTA 114,AM3 6:00 am - 7:00 am,18.8,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 20,PM4 6:00 pm - 7:00 pm,18.78,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 50,PM4 6:00 pm - 7:00 pm,18.77,ROUTE SURVEYED BY TIME PERIOD
MARTA 832,AM3 6:00 am - 7:00 am,18.7,ROUTE SURVEYED BY TIME PERIOD
MARTA 126,MID5 1:00 pm - 2:00 pm,18.68,ROUTE SURVEYED BY TIME PERIOD
MARTA 185,MID4 12:00 noon - 1:00 pm,18.63,ROUTE SURVEYED BY TIME PERIOD
MARTA 150,MID1 9:00 am - 10:00 am,18.55,ROUTE SURVEYED BY TIME PERIOD
MARTA 132,PM4 6:00 pm - 7:00 pm,18.54,ROUTE SURVEYED BY TIME PERIOD
MARTA 813,PM6 8:00 pm - 9:00 pm,18.5,ROUTE SURVEYED BY TIME PERIOD
MARTA 295,AM5 8:00 am - 9:00 am,18.47,ROUTE SURVEYED BY TIME PERIOD
MARTA 850,MID1 9:00 am - 10:00 am,18.47,ROUTE SURVEYED BY TIME PERIOD
MARTA 867,AM3 6:00 am - 7:00 am,18.45,ROUTE SURVEYED BY TIME PERIOD
MARTA 4,PM1 3:00 pm - 4:00 pm,18.39,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 45,AM3 6:00 am - 7:00 am,18.37,ROUTE SURVEYED BY TIME PERIOD
MARTA 1,PM5 7:00 pm - 8:00 pm,18.34,ROUTE SURVEYED BY TIME PERIOD
MARTA 141,MID3 11:00 am - 12:00 noon,18.33,ROUTE SURVEYED BY TIME PERIOD
MARTA 141,PM6 8:00 pm - 9:00 pm,18.33,ROUTE SURVEYED BY TIME PERIOD
MARTA 853,PM1 3:00 pm - 4:00 pm,18.32,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 25,AM2 5:00 am - 6:00 am,18.28,ROUTE SURVEYED BY TIME PERIOD
MARTA 853,MID2 10:00 am - 11:00 am,18.28,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 15,MID4 12:00 noon - 1:00 pm,18.26,ROUTE SURVEYED BY TIME PERIOD
MARTA 125,MID2 10:00 am - 11:00 am,18.22,ROUTE SURVEYED BY TIME PERIOD
MARTA 178,PM7 9:00 pm - 10:00 pm,18.22,ROUTE SURVEYED BY TIME PERIOD
MARTA 4,AM2 5:00 am - 6:00 am,18.18,ROUTE SURVEYED BY TIME PERIOD
MARTA 104,AM5 8:00 am - 9:00 am,18.09,ROUTE SURVEYED BY TIME PERIOD
MARTA 823,PM3 5:00 pm - 6:00 pm,18.05,ROUTE SURVEYED BY TIME PERIOD
MARTA 183,PM7 9:00 pm - 10:00 pm,18.04,ROUTE SURVEYED BY TIME PERIOD
MARTA 813,PM7 9:00 pm - 10:00 pm,18.03,ROUTE SURVEYED BY TIME PERIOD
MARTA 123,AM4 7:00 am - 8:00 am,17.85,ROUTE SURVEYED BY TIME PERIOD
MARTA 74,AM3 6:00 am - 7:00 am,17.82,ROUTE SURVEYED BY TIME PERIOD
MARTA 60,PM6 8:00 pm - 9:00 pm,17.8,ROUTE SURVEYED BY TIME PERIOD
MARTA 86,AM3 6:00 am - 7:00 am,17.8,ROUTE SURVEYED BY TIME PERIOD
MARTA 32,PM1 3:00 pm - 4:00 pm,17.75,ROUTE SURVEYED BY TIME PERIOD
MARTA 832,AM4 7:00 am - 8:00 am,17.74,ROUTE SURVEYED BY TIME PERIOD
MARTA 142,PM3 5:00 pm - 6:00 pm,17.72,ROUTE SURVEYED BY TIME PERIOD
MARTA 153,MID2 10:00 am - 11:00 am,17.66,ROUTE SURVEYED BY TIME PERIOD
MARTA 8,AM4 7:00 am - 8:00 am,17.58,ROUTE SURVEYED BY TIME PERIOD
MARTA 24,PM7 9:00 pm - 10:00 pm,17.54,ROUTE SURVEYED BY TIME PERIOD
MARTA 853,MID3 11:00 am - 12:00 noon,17.54,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 20,MID1 9:00 am - 10:00 am,17.52,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 40,MID5 1:00 pm - 2:00 pm,17.51,ROUTE SURVEYED BY TIME PERIOD
MARTA 14,MID3 11:00 am - 12:00 noon,17.51,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 25,PM5 7:00 pm - 8:00 pm,17.49,ROUTE SURVEYED BY TIME PERIOD
MARTA 183,AM5 8:00 am - 9:00 am,17.46,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 10B,AM4 7:00 am - 8:00 am,17.46,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 10A,PM5 7:00 pm - 8:00 pm,17.46,ROUTE SURVEYED BY TIME PERIOD
MARTA 856,AM5 8:00 am - 9:00 am,17.4,ROUTE SURVEYED BY TIME PERIOD
MARTA 103,AM3 6:00 am - 7:00 am,17.33,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 50,MID5 1:00 pm - 2:00 pm,17.24,ROUTE SURVEYED BY TIME PERIOD
MARTA 856,MID2 10:00 am - 11:00 am,17.23,ROUTE SURVEYED BY TIME PERIOD
MARTA 66,MID4 12:00 noon - 1:00 pm,17.23,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 35,PM4 6:00 pm - 7:00 pm,17.15,ROUTE SURVEYED BY TIME PERIOD
MARTA 2,AM2 5:00 am - 6:00 am,17.14,ROUTE SURVEYED BY TIME PERIOD
MARTA 123,PM1 3:00 pm - 4:00 pm,17.12,ROUTE SURVEYED BY TIME PERIOD
MARTA 178,MID5 1:00 pm - 2:00 pm,17.12,ROUTE SURVEYED BY TIME PERIOD
MARTA 68,PM7 9:00 pm - 10:00 pm,17.1,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 40,AM4 7:00 am - 8:00 am,17.01,ROUTE SURVEYED BY TIME PERIOD
MARTA 189,PM8 10:00 pm - 11:00 pm,16.97,ROUTE SURVEYED BY TIME PERIOD
MARTA 4,AM4 7:00 am - 8:00 am,16.94,ROUTE SURVEYED BY TIME PERIOD
MARTA 94,AM3 6:00 am - 7:00 am,16.9,ROUTE SURVEYED BY TIME PERIOD
MARTA 40,PM8 10:00 pm - 11:00 pm,16.89,ROUTE SURVEYED BY TIME PERIOD
MARTA 155,AM4 7:00 am - 8:00 am,16.87,ROUTE SURVEYED BY TIME PERIOD
MARTA 865,AM2 5:00 am - 6:00 am,16.82,ROUTE SURVEYED BY TIME PERIOD
MARTA 24,MID5 1:00 pm - 2:00 pm,16.81,ROUTE SURVEYED BY TIME PERIOD
MARTA 800,PM1 3:00 pm - 4:00 pm,16.79,ROUTE SURVEYED BY TIME PERIOD
MARTA 51,PM7 9:00 pm - 10:00 pm,16.79,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 10B,MID6 2:00 pm - 3:00 pm,16.72,ROUTE SURVEYED BY TIME PERIOD
MARTA 79,PM6 8:00 pm - 9:00 pm,16.69,ROUTE SURVEYED BY TIME PERIOD
MARTA 14,AM2 5:00 am - 6:00 am,16.66,ROUTE SURVEYED BY TIME PERIOD
MARTA 4,MID2 10:00 am - 11:00 am,16.61,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 40,PM3 5:00 pm - 6:00 pm,16.6,ROUTE SURVEYED BY TIME PERIOD
MARTA 25,AM4 7:00 am - 8:00 am,16.57,ROUTE SURVEYED BY TIME PERIOD
MARTA 865,PM2 4:00 pm - 5:00 pm,16.56,ROUTE SURVEYED BY TIME PERIOD
MARTA 150,AM4 7:00 am - 8:00 am,16.55,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 40,AM3 6:00 am - 7:00 am,16.51,ROUTE SURVEYED BY TIME PERIOD
MARTA 79,MID5 1:00 pm - 2:00 pm,16.44,ROUTE SURVEYED BY TIME PERIOD
SRTA 483,PM3 5:00 pm - 6:00 pm,16.4,ROUTE SURVEYED BY TIME PERIOD
MARTA 150,PM3 5:00 pm - 6:00 pm,16.39,ROUTE SURVEYED BY TIME PERIOD
MARTA 34,PM6 8:00 pm - 9:00 pm,16.36,ROUTE SURVEYED BY TIME PERIOD
MARTA 103,PM5 7:00 pm - 8:00 pm,16.32,ROUTE SURVEYED BY TIME PERIOD
SRTA 463,PM3 5:00 pm - 6:00 pm,16.28,ROUTE SURVEYED BY TIME PERIOD
MARTA 809,PM7 9:00 pm - 10:00 pm,16.21,ROUTE SURVEYED BY TIME PERIOD
MARTA 94,PM5 7:00 pm - 8:00 pm,16.2,ROUTE SURVEYED BY TIME PERIOD
MARTA 813,PM5 7:00 pm - 8:00 pm,16.17,ROUTE SURVEYED BY TIME PERIOD
MARTA 295,MID1 9:00 am - 10:00 am,16.16,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 15,AM4 7:00 am - 8:00 am,16.15,ROUTE SURVEYED BY TIME PERIOD
GAINESVILLE (HALL AREA) TRANSIT Route 50,AM4 7:00 am - 8:00 am,16.14,ROUTE SURVEYED BY TIME PERIOD
SRTA 428,PM1 3:00 pm - 4:00 pm,16.14,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 25,AM5 8:00 am - 9:00 am,16.08,ROUTE SURVEYED BY TIME PERIOD
MARTA 150,MID3 11:00 am - 12:00 noon,16.07,ROUTE SURVEYED BY TIME PERIOD
MARTA 155,AM3 6:00 am - 7:00 am,16.06,ROUTE SURVEYED BY TIME PERIOD
MARTA 165,PM8 10:00 pm - 11:00 pm,15.97,ROUTE SURVEYED BY TIME PERIOD
MARTA 856,PM4 6:00 pm - 7:00 pm,15.96,ROUTE SURVEYED BY TIME PERIOD
MARTA 832,PM2 4:00 pm - 5:00 pm,15.9,ROUTE SURVEYED BY TIME PERIOD
MARTA 93,PM7 9:00 pm - 10:00 pm,15.82,ROUTE SURVEYED BY TIME PERIOD
MARTA 79,PM3 5:00 pm - 6:00 pm,15.78,ROUTE SURVEYED BY TIME PERIOD
MARTA 51,MID5 1:00 pm - 2:00 pm,15.76,ROUTE SURVEYED BY TIME PERIOD
MARTA 14,AM5 8:00 am - 9:00 am,15.76,ROUTE SURVEYED BY TIME PERIOD
MARTA 47,MID4 12:00 noon - 1:00 pm,15.75,ROUTE SURVEYED BY TIME PERIOD
MARTA 34,AM4 7:00 am - 8:00 am,15.71,ROUTE SURVEYED BY TIME PERIOD
MARTA 75,PM9 11:00 pm and later,15.7,ROUTE SURVEYED BY TIME PERIOD
MARTA 813,AM4 7:00 am - 8:00 am,15.68,ROUTE SURVEYED BY TIME PERIOD
MARTA 37,AM2 5:00 am - 6:00 am,15.67,ROUTE SURVEYED BY TIME PERIOD
MARTA 24,AM2 5:00 am - 6:00 am,15.66,ROUTE SURVEYED BY TIME PERIOD
MARTA 25,PM6 8:00 pm - 9:00 pm,15.64,ROUTE SURVEYED BY TIME PERIOD
MARTA 32,PM7 9:00 pm - 10:00 pm,15.62,ROUTE SURVEYED BY TIME PERIOD
MARTA 183,PM8 10:00 pm - 11:00 pm,15.6,ROUTE SURVEYED BY TIME PERIOD
MARTA 162,MID1 9:00 am - 10:00 am,15.57,ROUTE SURVEYED BY TIME PERIOD
MARTA 123,MID3 11:00 am - 12:00 noon,15.51,ROUTE SURVEYED BY TIME PERIOD
MARTA 183,PM6 8:00 pm - 9:00 pm,15.47,ROUTE SURVEYED BY TIME PERIOD
MARTA 140,MID5 1:00 pm - 2:00 pm,15.44,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 40,AM3 6:00 am - 7:00 am,15.42,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 20,AM4 7:00 am - 8:00 am,15.42,ROUTE SURVEYED BY TIME PERIOD
MARTA 816,PM7 9:00 pm - 10:00 pm,15.39,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 100,PM4 6:00 pm - 7:00 pm,15.39,ROUTE SURVEYED BY TIME PERIOD
GAINESVILLE (HALL AREA) TRANSIT Route 20,MID6 2:00 pm - 3:00 pm,15.38,ROUTE SURVEYED BY TIME PERIOD
GAINESVILLE (HALL AREA) TRANSIT Route 20,MID4 12:00 noon - 1:00 pm,15.38,ROUTE SURVEYED BY TIME PERIOD
MARTA 3,PM6 8:00 pm - 9:00 pm,15.38,ROUTE SURVEYED BY TIME PERIOD
MARTA 865,MID3 11:00 am - 12:00 noon,15.36,ROUTE SURVEYED BY TIME PERIOD
MARTA 8,PM3 5:00 pm - 6:00 pm,15.28,ROUTE SURVEYED BY TIME PERIOD
MARTA 2,AM3 6:00 am - 7:00 am,15.27,ROUTE SURVEYED BY TIME PERIOD
MARTA 37,PM1 3:00 pm - 4:00 pm,15.23,ROUTE SURVEYED BY TIME PERIOD
MARTA 103,AM5 8:00 am - 9:00 am,15.23,ROUTE SURVEYED BY TIME PERIOD
MARTA 899,MID4 12:00 noon - 1:00 pm,15.22,ROUTE SURVEYED BY TIME PERIOD
MARTA 119,AM2 5:00 am - 6:00 am,15.2,ROUTE SURVEYED BY TIME PERIOD
MARTA 853,MID4 12:00 noon - 1:00 pm,15.18,ROUTE SURVEYED BY TIME PERIOD
SRTA 417,PM1 3:00 pm - 4:00 pm,15.16,ROUTE SURVEYED BY TIME PERIOD
SRTA 417,PM3 5:00 pm - 6:00 pm,15.16,ROUTE SURVEYED BY TIME PERIOD
MARTA 47,PM4 6:00 pm - 7:00 pm,15.13,ROUTE SURVEYED BY TIME PERIOD
MARTA 178,PM6 8:00 pm - 9:00 pm,15.09,ROUTE SURVEYED BY TIME PERIOD
MARTA 75,AM2 5:00 am - 6:00 am,15,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 40,AM5 8:00 am - 9:00 am,14.98,ROUTE SURVEYED BY TIME PERIOD
MARTA 133,PM5 7:00 pm - 8:00 pm,14.96,ROUTE SURVEYED BY TIME PERIOD
MARTA 104,PM1 3:00 pm - 4:00 pm,14.93,ROUTE SURVEYED BY TIME PERIOD
MARTA 185,MID5 1:00 pm - 2:00 pm,14.93,ROUTE SURVEYED BY TIME PERIOD
MARTA 183,AM3 6:00 am - 7:00 am,14.92,ROUTE SURVEYED BY TIME PERIOD
MARTA 94,PM7 9:00 pm - 10:00 pm,14.87,ROUTE SURVEYED BY TIME PERIOD
MARTA 27,MID5 1:00 pm - 2:00 pm,14.86,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 40,PM2 4:00 pm - 5:00 pm,14.77,ROUTE SURVEYED BY TIME PERIOD
MARTA 4,PM6 8:00 pm - 9:00 pm,14.76,ROUTE SURVEYED BY TIME PERIOD
MARTA 2,MID5 1:00 pm - 2:00 pm,14.73,ROUTE SURVEYED BY TIME PERIOD
MARTA 82,MID5 1:00 pm - 2:00 pm,14.73,ROUTE SURVEYED BY TIME PERIOD
MARTA 4,MID6 2:00 pm - 3:00 pm,14.72,ROUTE SURVEYED BY TIME PERIOD
MARTA 853,AM2 5:00 am - 6:00 am,14.71,ROUTE SURVEYED BY TIME PERIOD
MARTA 110,PM7 9:00 pm - 10:00 pm,14.71,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 40,MID4 12:00 noon - 1:00 pm,14.64,ROUTE SURVEYED BY TIME PERIOD
MARTA 141,MID4 12:00 noon - 1:00 pm,14.63,ROUTE SURVEYED BY TIME PERIOD
MARTA 816,MID6 2:00 pm - 3:00 pm,14.6,ROUTE SURVEYED BY TIME PERIOD
MARTA 221,AM4 7:00 am - 8:00 am,14.59,ROUTE SURVEYED BY TIME PERIOD
MARTA 809,AM2 5:00 am - 6:00 am,14.59,ROUTE SURVEYED BY TIME PERIOD
MARTA 132,MID5 1:00 pm - 2:00 pm,14.57,ROUTE SURVEYED BY TIME PERIOD
MARTA 8,MID5 1:00 pm - 2:00 pm,14.56,ROUTE SURVEYED BY TIME PERIOD
MARTA 150,MID4 12:00 noon - 1:00 pm,14.5,ROUTE SURVEYED BY TIME PERIOD
MARTA 24,MID3 11:00 am - 12:00 noon,14.46,ROUTE SURVEYED BY TIME PERIOD
MARTA 82,MID6 2:00 pm - 3:00 pm,14.42,ROUTE SURVEYED BY TIME PERIOD
MARTA 132,PM2 4:00 pm - 5:00 pm,14.4,ROUTE SURVEYED BY TIME PERIOD
MARTA 143,PM5 7:00 pm - 8:00 pm,14.37,ROUTE SURVEYED BY TIME PERIOD
MARTA 37,AM4 7:00 am - 8:00 am,14.36,ROUTE SURVEYED BY TIME PERIOD
MARTA 24,PM4 6:00 pm - 7:00 pm,14.34,ROUTE SURVEYED BY TIME PERIOD
MARTA 856,MID1 9:00 am - 10:00 am,14.33,ROUTE SURVEYED BY TIME PERIOD
MARTA 94,MID5 1:00 pm - 2:00 pm,14.26,ROUTE SURVEYED BY TIME PERIOD
MARTA 172,MID3 11:00 am - 12:00 noon,14.26,ROUTE SURVEYED BY TIME PERIOD
MARTA 865,MID2 10:00 am - 11:00 am,14.23,ROUTE SURVEYED BY TIME PERIOD
MARTA 867,PM3 5:00 pm - 6:00 pm,14.22,ROUTE SURVEYED BY TIME PERIOD
MARTA 24,PM6 8:00 pm - 9:00 pm,14.21,ROUTE SURVEYED BY TIME PERIOD
GAINESVILLE (HALL AREA) TRANSIT Route 10,PM1 3:00 pm - 4:00 pm,14.2,ROUTE SURVEYED BY TIME PERIOD
MARTA 4,MID5 1:00 pm - 2:00 pm,14.14,ROUTE SURVEYED BY TIME PERIOD
MARTA 12,PM8 10:00 pm - 11:00 pm,14.07,ROUTE SURVEYED BY TIME PERIOD
MARTA 295,MID3 11:00 am - 12:00 noon,14.06,ROUTE SURVEYED BY TIME PERIOD
MARTA 155,MID5 1:00 pm - 2:00 pm,14.05,ROUTE SURVEYED BY TIME PERIOD
MARTA 5,PM8 10:00 pm - 11:00 pm,14.01,ROUTE SURVEYED BY TIME PERIOD
MARTA 132,MID1 9:00 am - 10:00 am,14,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 45,MID2 10:00 am - 11:00 am,13.89,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 45,PM6 8:00 pm - 9:00 pm,13.89,ROUTE SURVEYED BY TIME PERIOD
GAINESVILLE (HALL AREA) TRANSIT Route 50,MID2 10:00 am - 11:00 am,13.83,ROUTE SURVEYED BY TIME PERIOD
MARTA 191,PM7 9:00 pm - 10:00 pm,13.81,ROUTE SURVEYED BY TIME PERIOD
MARTA 30,MID4 12:00 noon - 1:00 pm,13.74,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 10A,AM4 7:00 am - 8:00 am,13.72,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 40,PM6 8:00 pm - 9:00 pm,13.72,ROUTE SURVEYED BY TIME PERIOD
MARTA 850,PM7 9:00 pm - 10:00 pm,13.71,ROUTE SURVEYED BY TIME PERIOD
MARTA 84,PM7 9:00 pm - 10:00 pm,13.7,ROUTE SURVEYED BY TIME PERIOD
MARTA 126,AM2 5:00 am - 6:00 am,13.68,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 45,MID4 12:00 noon - 1:00 pm,13.52,ROUTE SURVEYED BY TIME PERIOD
MARTA 856,PM5 7:00 pm - 8:00 pm,13.46,ROUTE SURVEYED BY TIME PERIOD
MARTA 123,AM2 5:00 am - 6:00 am,13.43,ROUTE SURVEYED BY TIME PERIOD
MARTA 126,PM4 6:00 pm - 7:00 pm,13.36,ROUTE SURVEYED BY TIME PERIOD
MARTA 856,PM6 8:00 pm - 9:00 pm,13.26,ROUTE SURVEYED BY TIME PERIOD
MARTA 201,PM5 7:00 pm - 8:00 pm,13.24,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 101,PM3 5:00 pm - 6:00 pm,13.22,ROUTE SURVEYED BY TIME PERIOD
MARTA 111,PM8 10:00 pm - 11:00 pm,13.2,ROUTE SURVEYED BY TIME PERIOD
MARTA 850,PM3 5:00 pm - 6:00 pm,13.11,ROUTE SURVEYED BY TIME PERIOD
MARTA 30,MID6 2:00 pm - 3:00 pm,13.1,ROUTE SURVEYED BY TIME PERIOD
MARTA 27,PM8 10:00 pm - 11:00 pm,13.1,ROUTE SURVEYED BY TIME PERIOD
MARTA 133,AM3 6:00 am - 7:00 am,13.09,ROUTE SURVEYED BY TIME PERIOD
MARTA 295,MID6 2:00 pm - 3:00 pm,13.08,ROUTE SURVEYED BY TIME PERIOD
MARTA 867,PM1 3:00 pm - 4:00 pm,13.06,ROUTE SURVEYED BY TIME PERIOD
MARTA 809,PM4 6:00 pm - 7:00 pm,13.01,ROUTE SURVEYED BY TIME PERIOD
CobbLINC BLUE CIRCULATOR,PM5 7:00 pm - 8:00 pm,13.01,ROUTE SURVEYED BY TIME PERIOD
MARTA 809,AM4 7:00 am - 8:00 am,12.99,ROUTE SURVEYED BY TIME PERIOD
MARTA 40,PM7 9:00 pm - 10:00 pm,12.99,ROUTE SURVEYED BY TIME PERIOD
MARTA 153,AM5 8:00 am - 9:00 am,12.96,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 10,MID6 2:00 pm - 3:00 pm,12.94,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 40,MID6 2:00 pm - 3:00 pm,12.86,ROUTE SURVEYED BY TIME PERIOD
MARTA 25,PM4 6:00 pm - 7:00 pm,12.85,ROUTE SURVEYED BY TIME PERIOD
MARTA 832,AM2 5:00 am - 6:00 am,12.79,ROUTE SURVEYED BY TIME PERIOD
MARTA 132,AM3 6:00 am - 7:00 am,12.78,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 40,PM1 3:00 pm - 4:00 pm,12.7,ROUTE SURVEYED BY TIME PERIOD
MARTA 1,PM9 11:00 pm and later,12.69,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 20,PM3 5:00 pm - 6:00 pm,12.54,ROUTE SURVEYED BY TIME PERIOD
MARTA 853,AM3 6:00 am - 7:00 am,12.5,ROUTE SURVEYED BY TIME PERIOD
MARTA 104,PM7 9:00 pm - 10:00 pm,12.49,ROUTE SURVEYED BY TIME PERIOD
MARTA 14,PM6 8:00 pm - 9:00 pm,12.48,ROUTE SURVEYED BY TIME PERIOD
MARTA 66,MID5 1:00 pm - 2:00 pm,12.43,ROUTE SURVEYED BY TIME PERIOD
MARTA 39,PM8 10:00 pm - 11:00 pm,12.34,ROUTE SURVEYED BY TIME PERIOD
MARTA 34,AM5 8:00 am - 9:00 am,12.34,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 15,AM5 8:00 am - 9:00 am,12.32,ROUTE SURVEYED BY TIME PERIOD
MARTA 153,AM1 Before 5:00 am,12.31,ROUTE SURVEYED BY TIME PERIOD
MARTA 150,PM1 3:00 pm - 4:00 pm,12.3,ROUTE SURVEYED BY TIME PERIOD
MARTA 104,MID1 9:00 am - 10:00 am,12.24,ROUTE SURVEYED BY TIME PERIOD
MARTA 123,AM3 6:00 am - 7:00 am,12.23,ROUTE SURVEYED BY TIME PERIOD
MARTA 36,AM2 5:00 am - 6:00 am,12.2,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 40,MID1 9:00 am - 10:00 am,12.17,ROUTE SURVEYED BY TIME PERIOD
MARTA 865,AM4 7:00 am - 8:00 am,12.09,ROUTE SURVEYED BY TIME PERIOD
MARTA 104,PM2 4:00 pm - 5:00 pm,12.09,ROUTE SURVEYED BY TIME PERIOD
SRTA 423,PM5 7:00 pm - 8:00 pm,12.08,ROUTE SURVEYED BY TIME PERIOD
MARTA 123,PM4 6:00 pm - 7:00 pm,12.06,ROUTE SURVEYED BY TIME PERIOD
